Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
21430735,재고있음,5,http://dk.vestiairecollective.com/women-shoes/mules-clogs/gucci/black-leather-gucci-mules-clogs-21430735.shtml,2022-03-02,Women,Shoes,Mules \u0026 Clogs,Gucci,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",39 IT,,,Black leather flat mules. Horsebit detail in gold metal on the top. Round toe. Skin returned inside. Rubber outsole. Size 39IT. Never worn. Dustbag and box included.,£596.92,£596.92
21356680,재고있음,5,http://dk.vestiairecollective.com/women-shoes/trainers/loro-piana/beige-suede-loro-piana-trainers-21356680.shtml,2022-03-02,Women,Shoes,Trainers,Loro Piana,Very good condition,Suede,Beige,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Low-top lace-up sneakers in taupe beige suede leather with white leather lining and insole. With dust bag. Size 37. Note: slightly patinated insoles, faded signature print on insoles.",£583.46,£583.46
21356326,재고있음,1,http://dk.vestiairecollective.com/women-shoes/ankle-boots/balenciaga/black-leather-ceinture-balenciaga-ankle-boots-21356326.shtml,2022-03-02,Women,Buckled boots,Shoes,Balenciaga,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",35 EU,,,"Buckled ankle boots in black leather. Model: Belt. Size: 35. Heel height: 5.5 cm, shaft height: 10.5 cm. Clean leather insoles, slightly worn leather outsoles. Gold and silver metal details. Made in Italy. No box and no invoice. Dust bag included. Minor marks and scratches on metal details.",£659.75,£659.75
21356299,재고있음,2,http://dk.vestiairecollective.com/women-shoes/ankle-boots/valentino-garavani/black-leather-valentino-garavani-ankle-boots-21356299.shtml,2022-03-02,Women,Lace up,Shoes,Valentino Garavani,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",35 EU,,,"Lace-up ankle boots in black leather with anthracite star print. Size: 35. Heel height: 4 cm, shaft height: 12 cm. Clean, unworn leather insoles, slightly worn rubber outsoles. Made in Italy. No box and no invoice. Dust bag included.",£336.61,£336.61
21356101,재고있음,23,http://dk.vestiairecollective.com/women-accessories/purses-wallets-cases/dior/multicolour-cloth-dior-purse-21356101.shtml,2022-03-02,Women,Others,Accessories,Dior,Very good condition,Cloth,Multicolour,"France, from the seller MytheresaXVestiaireCollective",,"Width 2.4 in, Height 2.8 in",,"Zipped airpods case in diagonal beige and navy Dior canvas. Height: 7 cm, width: 6 cm, depth: 2.5 cm. Leather interior, gold metal hardware. No box, no dustbag and no receipt.",£327.63,£327.63
21356118,재고있음,7,http://dk.vestiairecollective.com/women-clothing/skirts/valentino-garavani/pink-tweed-valentino-garavani-skirt-21356118.shtml,2022-03-02,Women,Mini,Clothing,Valentino Garavani,"Never worn, with tag",Tweed,Pink,"France, from the seller MytheresaXVestiaireCollective",44 IT,,,"Pink tweed mini skirt. Size: 44. Total length: 48 cm, waist width: 38 cm. One invisible side zipper, fully lined, metal V logo on front waist, invisible pockets, fully lined. Composition label: 84% virgin wool, 8% polyamide, 8% silk, auxiliary fabric: 54% cotton, 46% polyester. Made in Italy.",£686.68,£686.68
21356025,재고있음,8,http://dk.vestiairecollective.com/women-clothing/knitwear/stella-mccartney/multicolour-wool-stella-mccartney-knitwear-21356025.shtml,2022-03-02,Women,Jumper,Clothing,Stella McCartney,Very good condition,Wool,Multicolour,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Multicolor knitted jumper with long sleeves. Size: 40. Total length: 68 cm. Rainbow and Smile embroidery on the front. Ribbed collar, cuffs and bottom. Unlined, without pockets. Composition tag: 55% wool, 45% cotton. Made in Italy. Light make-up marks on the collar due to try-on.",£789.91,£789.91
21355869,재고있음,38,http://dk.vestiairecollective.com/women-clothing/knitwear/chanel/navy-cashmere-chanel-knitwear-21355869.shtml,2022-03-02,Women,Jumper,Clothing,Chanel,"Never worn, with tag",Cashmere,Navy,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Navy sweater with pink knitted CC logo. Collection: S 21. Size: 38. Total length: 50 cm. Ribbed collar, cuffs and bottom. Unlined, no pockets. Composition label: 97% cashmere, 3% elastane. Made in Italy. Box, tag with spare fabric and zipped pouch included.","£3,536.64","£3,536.64"
21355996,재고있음,1,http://dk.vestiairecollective.com/women-clothing/coats/canada-goose/khaki-polyester-chilliwack-canada-goose-coat-21355996.shtml,2022-03-02,Women,Parkas,Clothing,Canada Goose,Very good condition,Polyester,Khaki,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Military khaki green hooded parka. Model: Chilliwack. Size: S. Total length: 60 cm. A front zip and buttons fastening, front pockets, fully lined and padded, zipped pocket on each sleeve. Interior pockets. Ribbed cuffs and bottom. Non removable fur details on the collar. Composition tag: 85% polyester, 15% cotton, lining: 100% nylon, fill: White duck down, natural coyote fur, species: Canis Latrans. Light marks on the front. The ribbed cuffs are lightly pilled.",£381.49,£381.49
21355732,재고있음,8,http://dk.vestiairecollective.com/women-shoes/trainers/balenciaga/black-rubber-tyrex-balenciaga-trainers-21355732.shtml,2022-03-02,Women,Shoes,Trainers,Balenciaga,Very good condition,Rubber,Black,"France, from the seller MytheresaXVestiaireCollective",39 EU,,,"Tyrex low-top lace-up sneakers in black rubber and fabric. With dust bag, spare laces, box. Size 39/UK6/US9. Note: slight dust on the outer soles, almost like never worn.",£246.85,£246.85
21175363,재고있음,44,http://dk.vestiairecollective.com/women-shoes/boots/dior/black-rubber-d-trap-dior-boots-21175363.shtml,2022-03-02,Women,Wellingtons,Shoes,Dior,Very good condition,Rubber,Black,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,"D-trap lace-up wellington boots in black rubber with yellow prints. Size 38. 4cm heel, 2cm sole. Note: friction marks on the sides and the outer soles, dust on the outer soles.",£377,£377
21175189,재고있음,55,http://dk.vestiairecollective.com/women-bags/handbags/celine/multicolour-leather-trapeze-celine-handbag-21175189.shtml,2022-03-02,Women,Handbags,Bags,Celine,Very good condition,Leather,Multicolour,"France, from the seller MytheresaXVestiaireCollective",,"Width 11.8 in, Height 9.4 in",,"Multicolored trapeze handbag. Burgundy leather, blue suede. A top handle. Flap with hook and eye closure, zip closure inside. A zipped pocket on the back of the bag. Lining in blue leather, 2 patch pockets. Removable shoulder strap. Height 24cm, width 30cm. Note: slight wear marks on the leather. Dust bag included.",£520.62,£520.62
21356048,재고있음,6,http://dk.vestiairecollective.com/women-shoes/heels/saint-laurent/black-suede-saint-laurent-heels-21356048.shtml,2022-03-02,Women,Shoes,Heels,Saint Laurent,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",37.5 EU,,,"Heeled pumps in black suede. Size: 37.5. Heel height: 7cm. Double ankle straps, clean leather insoles, slightly worn leather outsoles. Slight marks on the suede, barely noticeable when worn. Box and dustbag included.",£152.60,£152.60
21355784,재고있음,51,http://dk.vestiairecollective.com/women-bags/handbags/balenciaga/beige-leather-papier-balenciaga-handbag-21355784.shtml,2022-03-02,Women,Totes,Bags,Balenciaga,Very good condition,Leather,Beige,"France, from the seller MytheresaXVestiaireCollective",,"Width 15.7 in, Height 11.8 in",,"GM Sac à Papier shopping bag in beige grained leather and old gold brass. Zipped front pocket with a mirror. Unlined. Lined bottom. Double pockets below. Without packaging. 30x40cm. Note: slight small marks here and there as on the front, patinated base and underside, patinated corners. Small dust inside.",£439.84,£439.84
21132149,재고있음,2,http://dk.vestiairecollective.com/women-shoes/ankle-boots/max-mara/black-leather-max-mara-ankle-boots-21132149.shtml,2022-03-02,Women,Others,Shoes,Max Mara,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Bly heeled ankle boots in black leather with silver metal signature on the heel. Size 38.5. Heel 8cm, stem height 13cm. With original box. Size EU38.5, US8.5, UK5.5. Note: comfort pleats, resoled outer soles and heels.",£139.13,£139.13
21131951,재고있음,5,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gianvito-rossi/white-leather-gianvito-rossi-ankle-boots-21131951.shtml,2022-03-02,Women,Others,Shoes,Gianvito Rossi,Never worn,Leather,White,"France, from the seller MytheresaXVestiaireCollective",37 IT,,,Mable Mid Bootie in white leather. Size 37. 9cm heel. With original box.,£179.53,£179.53
21131783,재고있음,4,http://dk.vestiairecollective.com/women-clothing/coats/golden-goose/camel-wool-golden-goose-coat-21131783.shtml,2022-03-02,Women,Coats,Clothing,Golden Goose,Very good condition,Wool,Camel,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Light camel twill lightweight coat with raglan sleeves, buckled belt, two pockets, button closure. Multicolored map pattern printed lining. 100% wool. Viscose/cotton lining. Size label S. Length 110cm. Note: slight tiny mark barely visible at the bottom of the middle front.",£242.36,£242.36
21132369,재고있음,11,http://dk.vestiairecollective.com/women-clothing/jackets/max-mara/black-viscose-max-mara-jacket-21132369.shtml,2022-03-02,Women,Blazers,Clothing,Max Mara,Very good condition,Viscose,Black,"France, from the seller MytheresaXVestiaireCollective",48 IT,,,"Black twill double breasted blazer with shoulder pads, three pockets, buttoned cuffs, black satin lining. 82% viscose, 14% polyamide, 2% elastane, acetate lining, elastane. Size label: D44, FR46, UK16, IT48. Length 76cm. Note: a loose button, supplied with the jacket.",£166.06,£166.06
21131913,재고있음,2,http://dk.vestiairecollective.com/women-accessories/belts/bottega-veneta/camel-leather-bottega-veneta-belt-21131913.shtml,2022-03-02,Women,Leather,Accessories,Bottega Veneta,Never worn,Leather,Camel,"France, from the seller MytheresaXVestiaireCollective",M International,,,"Elasticated belt in camel orange leather with a yellow gold brass clasp. Total length 75cl, width 1cm, clasp 7x3.5cm. With dust bag.",£246.85,£246.85
21131760,재고있음,40,http://dk.vestiairecollective.com/women-shoes/trainers/off-white/white-suede-vulcalized-off-white-trainers-21131760.shtml,2022-03-02,Women,Shoes,Trainers,Off-White,Very good condition,Suede,White,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,"Vulcalized low-top Liquid Melt lace-up trainers with \""this\"" and \""that\"" pattern on the heels, red rubber details and red tie. With dustbag and original box. Size EU38. Note: tiny and light marks not very visible here or there.",£134.64,£134.64
21131637,재고있음,1,http://dk.vestiairecollective.com/women-shoes/heels/gianvito-rossi/khaki-pony-style-calfskin-gianvito-rossi-heels-21131637.shtml,2022-03-02,Women,Shoes,Heels,Gianvito Rossi,Very good condition,Pony-style calfskin,Khaki,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,Gianvito Rossi khaki pony-style calfskin pumps. Military model. Pointed toe and stiletto heels. Leather finish with decorative pompoms on the front. Size: 36.5 IT. Heel height: 10 cm. Sold with dustbag and additional heel piece. Note: Traces of use on the outer soles and a little rubbed on the front.,£143.62,£143.62
21131583,재고있음,8,http://dk.vestiairecollective.com/women-shoes/ankle-boots/chloe/black-suede-susanna-chloe-ankle-boots-21131583.shtml,2022-03-02,Women,Buckled boots,Shoes,Chloé,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",39.5 EU,,,"Chloé black \""Susanna\"" ankle boots. Gold flower stud pattern on the front. Decorative buckle straps. Side zip closure. Gold metal yoke on the back. Beige leather lining. Size: 39.5 EU. Heel height: 5 cm. Sold with dustbag and invoice. Note: Small traces of wear on the suede fabric and marks on the outer soles.",£350.07,£350.07
21132271,재고있음,8,http://dk.vestiairecollective.com/women-clothing/jackets/chanel/white-tweed-chanel-jacket-21132271.shtml,2022-03-02,Women,Blazers,Clothing,Chanel,Very good condition,Tweed,White,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,"Recent collection, P62, Made in France. Straight jacket in white tweed with silver and off-white metal signature buttons at the closure, cuffs and pockets. Tartan pattern trim and lining in shades of coral, green and white. Fully lined, chain at the hem. 39% polyamide, 22% cotton, 8% wool, other fibres, lining 71% cotton, 29% silk. Size label: 42. Shoulders 42cm, length 64cm.","£2,104.93","£2,104.93"
21132082,재고있음,15,http://dk.vestiairecollective.com/women-shoes/ankle-boots/bottega-veneta/black-leather-bottega-veneta-ankle-boots-21132082.shtml,2022-03-02,Women,Biker boots,Shoes,Bottega Veneta,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",37 IT,,,"BV Lean ankle boots in black leather with elastic bands on the sides and 5.5 cm block heel, 3 cm sole. Size 37. Without packaging. Note: slight creases, rubbing marks on the sides of the heels and outer soles.",£610.39,£610.39
21132061,재고있음,1,http://dk.vestiairecollective.com/women-shoes/ankle-boots/bottega-veneta/brown-leather-bottega-veneta-ankle-boots-21132061.shtml,2022-03-02,Women,Biker boots,Shoes,Bottega Veneta,Very good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",37.5 IT,,,"BV Lean ankle boots in brown leather with elastic bands on the sides and 5.5 cm square heel, 2.5 sole. Size 37.5. Without packaging. Note: a friction mark on the front of the left boot, small friction marks on the rear heels and outer soles, slightly patinated toes..",£646.29,£646.29
